descArea,codRisco,idMtzRisco,descricao,a_sistema,gau_de_risco,bgcolor,fgcolor,ProcessoPri,programas,processoSec,programasSec
Financeiro,SODAP04,13,"O usuário pode processar uma fatura fictícia e processar um pagamento pela fatura.",D,ALTO,#ff0000,#000000,"Processo de Pagamento e Baixa de Títulos","bas_bord_ap | bas_bord_ap_confirmacao | bas_cheq_ap_confirmacao | bas_lote_pagto","Solicitar Compra","cc0117 | cc0301 | cc0309 | cc0325 | ce0340 | ce0341 | ce0346"
Financeiro,SODAP04,13,"O usuário pode processar uma fatura fictícia e processar um pagamento pela fatura.",D,ALTO,#ff0000,#000000,"Processo de Pagamento e Baixa de Títulos","bas_bord_ap | bas_bord_ap_confirmacao | bas_cheq_ap_confirmacao | bas_lote_pagto","Realizar a Compra","cc0300 | cc0311 | cn0304 | oc0201 | oc0202 | oc0203 | oc0204"
Financeiro,SODAP04,13,"O usuário pode processar uma fatura fictícia e processar um pagamento pela fatura.",D,MEDIO,#FF8C00,#FFFF,"Processo de Pagamento e Baixa de Títulos","bas_bord_ap | bas_bord_ap_confirmacao | bas_cheq_ap_confirmacao | bas_lote_pagto","Aprovar Realização da Compra","cd1720a | oc0205"
Financeiro,SODAP04,13,"O usuário pode processar uma fatura fictícia e processar um pagamento pela fatura.",D,ALTO,#ff0000,#000000,"Processo de Pagamento e Baixa de Títulos","bas_bord_ap | bas_bord_ap_confirmacao | bas_cheq_ap_confirmacao | bas_lote_pagto","Alterar perfis de acesso para o recebimento",re0101
Financeiro,SODAP04,13,"O usuário pode processar uma fatura fictícia e processar um pagamento pela fatura.",D,ALTO,#ff0000,#000000,"Processo de Pagamento e Baixa de Títulos","bas_bord_ap | bas_bord_ap_confirmacao | bas_cheq_ap_confirmacao | bas_lote_pagto","Aprovar alterações de perfil de acesso para o recebimento",re0101
Financeiro,SODAP05,14,"O usuário pode processar o cancelamento de uma fatura fictícia.",D,BAIXO,#3a309c,#f9f9f9,"Cancelamento de Títulos",bas_tit_ap_estorno,"Cadastrar Fornecedor","bas_fornecedor_fin | bas_fornec_financ | bas_fornec_financ_fin | bas_pessoa_fisic | bas_pessoa_jurid | bas_tip_fornec | bas_tip_fornec_fin | cd0401"
Financeiro,SODAP05,14,"O usuário pode processar o cancelamento de uma fatura fictícia.",D,BAIXO,#3a309c,#f9f9f9,"Cancelamento de Títulos",bas_tit_ap_estorno,"Processo de Pagamento e Baixa de Títulos","bas_bord_ap | bas_bord_ap_confirmacao | bas_cheq_ap_confirmacao | bas_lote_pagto"
Financeiro,SODAP05,14,"O usuário pode processar o cancelamento de uma fatura fictícia.",D,MEDIO,#FF8C00,#FFFF,"Cancelamento de Títulos",bas_tit_ap_estorno,"Alteração de Valor Títulos",bas_tit_ap_alteracao
Financeiro,SODAP05,14,"O usuário pode processar o cancelamento de uma fatura fictícia.",D,ALTO,#ff0000,#000000,"Cancelamento de Títulos",bas_tit_ap_estorno,"Registrar Título Manual","bas_antecip_pef_pend_pef | bas_lote_impl_tit_ap | bas_lote_impl_tit_ap_previsao"
Financeiro,SODAP05,14,"O usuário pode processar o cancelamento de uma fatura fictícia.",D,ALTO,#ff0000,#000000,"Cancelamento de Títulos",bas_tit_ap_estorno,"Solicitar Compra","cc0117 | cc0301 | cc0309 | cc0325 | ce0340 | ce0341 | ce0346"
Financeiro,SODAP05,14,"O usuário pode processar o cancelamento de uma fatura fictícia.",D,ALTO,#ff0000,#000000,"Cancelamento de Títulos",bas_tit_ap_estorno,"Realizar a Compra","cc0300 | cc0311 | cn0304 | oc0201 | oc0202 | oc0203 | oc0204"
Financeiro,SODAP05,14,"O usuário pode processar o cancelamento de uma fatura fictícia.",D,MEDIO,#FF8C00,#FFFF,"Cancelamento de Títulos",bas_tit_ap_estorno,"Aprovar Realização da Compra","cd1720a | oc0205"
Financeiro,SODAP05,14,"O usuário pode processar o cancelamento de uma fatura fictícia.",D,ALTO,#ff0000,#000000,"Cancelamento de Títulos",bas_tit_ap_estorno,"Alterar perfis de acesso para o recebimento",re0101
Financeiro,SODAP05,14,"O usuário pode processar o cancelamento de uma fatura fictícia.",D,ALTO,#ff0000,#000000,"Cancelamento de Títulos",bas_tit_ap_estorno,"Aprovar alterações de perfil de acesso para o recebimento",re0101
Financeiro,SODAP05,14,"O usuário pode processar o cancelamento de uma fatura fictícia.",D,ALTO,#ff0000,#000000,"Cancelamento de Títulos",bas_tit_ap_estorno,"Receber o material comprado fisicamente","re2001 | re2005 | re2006"
Financeiro,SODAP05,14,"O usuário pode processar o cancelamento de uma fatura fictícia.",D,ALTO,#ff0000,#000000,"Cancelamento de Títulos",bas_tit_ap_estorno,"Receber a nota fiscal","re0190 | re0402 | re1001 | re1005 | re2001"
Financeiro,SODAP05,14,"O usuário pode processar o cancelamento de uma fatura fictícia.",D,MEDIO,#FF8C00,#FFFF,"Cancelamento de Títulos",bas_tit_ap_estorno,"Integração Com O Contas a Pagar",re0404
Financeiro,SODAP05,14,"O usuário pode processar o cancelamento de uma fatura fictícia.",D,ALTO,#ff0000,#000000,"Cancelamento de Títulos",bas_tit_ap_estorno,"Registrar Adiantamento",bas_antecip_pef_pend
Financeiro,SODAP05,14,"O usuário pode processar o cancelamento de uma fatura fictícia.",D,ALTO,#ff0000,#000000,"Cancelamento de Títulos",bas_tit_ap_estorno,"Permissão para Inclusão/Alteração/Pagamento/Cancelamento",bas_usuar_financ_estab_apb
Financeiro,SODAP06,15,"O usuário pode processar uma fatura fictícia.",D,ALTO,#ff0000,#000000,"Permissão para Inclusão/Alteração/Pagamento/Cancelamento",bas_usuar_financ_estab_apb,"Cadastrar Fornecedor","bas_fornecedor_fin | bas_fornec_financ | bas_fornec_financ_fin | bas_pessoa_fisic | bas_pessoa_jurid | bas_tip_fornec | bas_tip_fornec_fin | cd0401"
Financeiro,SODAP06,15,"O usuário pode processar uma fatura fictícia.",D,ALTO,#ff0000,#000000,"Permissão para Inclusão/Alteração/Pagamento/Cancelamento",bas_usuar_financ_estab_apb,"Solicitar Compra","cc0117 | cc0301 | cc0309 | cc0325 | ce0340 | ce0341 | ce0346"
Financeiro,SODAP06,15,"O usuário pode processar uma fatura fictícia.",D,ALTO,#ff0000,#000000,"Permissão para Inclusão/Alteração/Pagamento/Cancelamento",bas_usuar_financ_estab_apb,"Realizar a Compra","cc0300 | cc0311 | cn0304 | oc0201 | oc0202 | oc0203 | oc0204"
Financeiro,SODAP06,15,"O usuário pode processar uma fatura fictícia.",D,MEDIO,#FF8C00,#FFFF,"Permissão para Inclusão/Alteração/Pagamento/Cancelamento",bas_usuar_financ_estab_apb,"Aprovar Realização da Compra","cd1720a | oc0205"
Financeiro,SODAP06,15,"O usuário pode processar uma fatura fictícia.",D,ALTO,#ff0000,#000000,"Permissão para Inclusão/Alteração/Pagamento/Cancelamento",bas_usuar_financ_estab_apb,"Alterar perfis de acesso para o recebimento",re0101
Financeiro,SODAP06,15,"O usuário pode processar uma fatura fictícia.",D,ALTO,#ff0000,#000000,"Permissão para Inclusão/Alteração/Pagamento/Cancelamento",bas_usuar_financ_estab_apb,"Aprovar alterações de perfil de acesso para o recebimento",re0101
Financeiro,SODAP06,15,"O usuário pode processar uma fatura fictícia.",D,ALTO,#ff0000,#000000,"Permissão para Inclusão/Alteração/Pagamento/Cancelamento",bas_usuar_financ_estab_apb,"Receber o material comprado fisicamente","re2001 | re2005 | re2006"
Financeiro,SODAP06,15,"O usuário pode processar uma fatura fictícia.",D,ALTO,#ff0000,#000000,"Permissão para Inclusão/Alteração/Pagamento/Cancelamento",bas_usuar_financ_estab_apb,"Receber a nota fiscal","re0190 | re0402 | re1001 | re1005 | re2001"
Financeiro,SODAP06,15,"O usuário pode processar uma fatura fictícia.",D,MEDIO,#FF8C00,#FFFF,"Permissão para Inclusão/Alteração/Pagamento/Cancelamento",bas_usuar_financ_estab_apb,"Integração Com O Contas a Pagar",re0404
Financeiro,SODAP06,15,"O usuário pode processar uma fatura fictícia.",D,ALTO,#ff0000,#000000,"Permissão para Inclusão/Alteração/Pagamento/Cancelamento",bas_usuar_financ_estab_apb,"Registrar Adiantamento",bas_antecip_pef_pend
Financeiro,SODAP06,15,"O usuário pode processar uma fatura fictícia.",D,ALTO,#ff0000,#000000,"Permissão para Inclusão/Alteração/Pagamento/Cancelamento",bas_usuar_financ_estab_apb,"Cancelamento de Títulos",bas_tit_ap_estorno
Financeiro,SODAP06,15,"O usuário pode processar uma fatura fictícia.",D,BAIXO,#3a309c,#f9f9f9,"Permissão para Inclusão/Alteração/Pagamento/Cancelamento",bas_usuar_financ_estab_apb,"Alteração de Valor Títulos",bas_tit_ap_alteracao
Financeiro,SODAP06,15,"O usuário pode processar uma fatura fictícia.",D,BAIXO,#3a309c,#f9f9f9,"Permissão para Inclusão/Alteração/Pagamento/Cancelamento",bas_usuar_financ_estab_apb,"Registrar Título Manual","bas_antecip_pef_pend_pef | bas_lote_impl_tit_ap | bas_lote_impl_tit_ap_previsao"
Financeiro,SODAP06,15,"O usuário pode processar uma fatura fictícia.",D,BAIXO,#3a309c,#f9f9f9,"Permissão para Inclusão/Alteração/Pagamento/Cancelamento",bas_usuar_financ_estab_apb,"Processo de Pagamento e Baixa de Títulos","bas_bord_ap | bas_bord_ap_confirmacao | bas_cheq_ap_confirmacao | bas_lote_pagto"
Financeiro,SODCR01,26,"O usuário pode criar / alterar uma fatura e entrar / alterar pagamentos em relação à fatura, O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente",D,MEDIO,#FF8C00,#FFFF,"Registrar Título / Adiantamento",bas_lote_impl_tit_acr,"Permissão de Usuários Vendas",cd0821
Financeiro,SODCR01,26,"O usuário pode criar / alterar uma fatura e entrar / alterar pagamentos em relação à fatura, O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente",D,BAIXO,#3a309c,#f9f9f9,"Registrar Título / Adiantamento",bas_lote_impl_tit_acr,"Alteração de Valor Títulos",bas_tit_acr_alteracao
Financeiro,SODCR01,26,"O usuário pode criar / alterar uma fatura e entrar / alterar pagamentos em relação à fatura, O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente",D,BAIXO,#3a309c,#f9f9f9,"Registrar Título / Adiantamento",bas_lote_impl_tit_acr,"Liquidação Títulos Recebimento",bas_lote_liquidac_acr
Financeiro,SODCR01,26,"O usuário pode criar / alterar uma fatura e entrar / alterar pagamentos em relação à fatura, O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente",D,BAIXO,#3a309c,#f9f9f9,"Registrar Título / Adiantamento",bas_lote_impl_tit_acr,"Cancelamento de Títulos",bas_tit_acr_estorno
Financeiro,SODCR01,26,"O usuário pode criar / alterar uma fatura e entrar / alterar pagamentos em relação à fatura, O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente",D,BAIXO,#3a309c,#f9f9f9,"Registrar Título / Adiantamento",bas_lote_impl_tit_acr,"Cadastrar Cliente","bas_cliente_fin | bas_cliente_lib_pedido | bas_cliente_negoc_titulos | bas_cliente_novo | bas_pessoa_fisic | bas_pessoa_jurid_tec | bas_unid_negoc | cd0704 | cd1510 | pd0507"
Financeiro,SODCR01,26,"O usuário pode criar / alterar uma fatura e entrar / alterar pagamentos em relação à fatura, O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente",D,BAIXO,#3a309c,#f9f9f9,"Registrar Título / Adiantamento",bas_lote_impl_tit_acr,"Alterar perfis de acesso para o Faturamento",cd0821
Financeiro,SODCR01,26,"O usuário pode criar / alterar uma fatura e entrar / alterar pagamentos em relação à fatura, O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente",D,BAIXO,#3a309c,#f9f9f9,"Registrar Título / Adiantamento",bas_lote_impl_tit_acr,"Aprovar alterações de perfil de acesso para o faturamento",cd0821
Financeiro,SODCR01,26,"O usuário pode criar / alterar uma fatura e entrar / alterar pagamentos em relação à fatura, O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente",D,BAIXO,#3a309c,#f9f9f9,"Registrar Título / Adiantamento",bas_lote_impl_tit_acr,"Solicitar Venda",pd4000
Financeiro,SODCR01,26,"O usuário pode criar / alterar uma fatura e entrar / alterar pagamentos em relação à fatura, O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente",D,BAIXO,#3a309c,#f9f9f9,"Registrar Título / Adiantamento",bas_lote_impl_tit_acr,"Integração Com o Contas a Receber",ft0603
Financeiro,SODCR01,26,"O usuário pode criar / alterar uma fatura e entrar / alterar pagamentos em relação à fatura, O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente",D,BAIXO,#3a309c,#f9f9f9,"Registrar Título / Adiantamento",bas_lote_impl_tit_acr,"Faturar pedido de venda","eq0503 | eq0504 | eq0505 | eq0506 | eq0508 | ft0502 | ft0518 | ft2200 | ft4001 | ft4002 | ft4003"
Financeiro,SODCR01,26,"O usuário pode criar / alterar uma fatura e entrar / alterar pagamentos em relação à fatura, O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente",D,ALTO,#ff0000,#000000,"Registrar Título / Adiantamento",bas_lote_impl_tit_acr,"Manutenção de Crédito de Clientes","cm0101 | cm0102 | cm0202"
Financeiro,SODCR01,26,"O usuário pode criar / alterar uma fatura e entrar / alterar pagamentos em relação à fatura, O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente",D,ALTO,#ff0000,#000000,"Registrar Título / Adiantamento",bas_lote_impl_tit_acr,"Permissão de usários Crédito",cd4600
Financeiro,SODCR01,26,"O usuário pode criar / alterar uma fatura e entrar / alterar pagamentos em relação à fatura, O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente",D,ALTO,#ff0000,#000000,"Registrar Título / Adiantamento",bas_lote_impl_tit_acr,"Aprovar Venda","cd0203 | cm0201 | cm0202"
Financeiro,SODCR01,26,"O usuário pode criar / alterar uma fatura e entrar / alterar pagamentos em relação à fatura, O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente",D,ALTO,#ff0000,#000000,"Registrar Título / Adiantamento",bas_lote_impl_tit_acr,"Permissão para Inclusão/Alteração/Baixa/Cancelamento",bas_usuar_financ_estab_acr
Financeiro,SODCR02,27,"A capacidade de inserir ou modificar pagamentos antecipados para os clientes e a capacidade de criar ou modificar informações da conta do cliente devem ser segregadas. Se a mesma pessoa puder processar ambos os itens, alterações não autorizadas podem ser feitas e possivelmente não detectadas. Isso poderia resultar em cobranças de caixa reduzidas, saldos de contas-gerais, fraude, etc.",D,ALTO,#ff0000,#000000,"Alteração de Valor Títulos",bas_tit_acr_alteracao,"Cadastrar Cliente","bas_cliente_fin | bas_cliente_lib_pedido | bas_cliente_negoc_titulos | bas_cliente_novo | bas_pessoa_fisic | bas_pessoa_jurid_tec | bas_unid_negoc | cd0704 | cd1510 | pd0507"
Financeiro,SODCR02,27,"A capacidade de inserir ou modificar pagamentos antecipados para os clientes e a capacidade de criar ou modificar informações da conta do cliente devem ser segregadas. Se a mesma pessoa puder processar ambos os itens, alterações não autorizadas podem ser feitas e possivelmente não detectadas. Isso poderia resultar em cobranças de caixa reduzidas, saldos de contas-gerais, fraude, etc.",D,ALTO,#ff0000,#000000,"Alteração de Valor Títulos",bas_tit_acr_alteracao,"Manutenção de Crédito de Clientes","cm0101 | cm0102 | cm0202"
Financeiro,SODCR02,27,"A capacidade de inserir ou modificar pagamentos antecipados para os clientes e a capacidade de criar ou modificar informações da conta do cliente devem ser segregadas. Se a mesma pessoa puder processar ambos os itens, alterações não autorizadas podem ser feitas e possivelmente não detectadas. Isso poderia resultar em cobranças de caixa reduzidas, saldos de contas-gerais, fraude, etc.",D,ALTO,#ff0000,#000000,"Alteração de Valor Títulos",bas_tit_acr_alteracao,"Permissão de usários Crédito",cd4600
Financeiro,SODCR02,27,"A capacidade de inserir ou modificar pagamentos antecipados para os clientes e a capacidade de criar ou modificar informações da conta do cliente devem ser segregadas. Se a mesma pessoa puder processar ambos os itens, alterações não autorizadas podem ser feitas e possivelmente não detectadas. Isso poderia resultar em cobranças de caixa reduzidas, saldos de contas-gerais, fraude, etc.",D,ALTO,#ff0000,#000000,"Alteração de Valor Títulos",bas_tit_acr_alteracao,"Solicitar Venda",pd4000
Financeiro,SODCR02,27,"A capacidade de inserir ou modificar pagamentos antecipados para os clientes e a capacidade de criar ou modificar informações da conta do cliente devem ser segregadas. Se a mesma pessoa puder processar ambos os itens, alterações não autorizadas podem ser feitas e possivelmente não detectadas. Isso poderia resultar em cobranças de caixa reduzidas, saldos de contas-gerais, fraude, etc.",D,ALTO,#ff0000,#000000,"Alteração de Valor Títulos",bas_tit_acr_alteracao,"Aprovar Venda","cd0203 | cm0201 | cm0202"
Financeiro,SODCR02,27,"A capacidade de inserir ou modificar pagamentos antecipados para os clientes e a capacidade de criar ou modificar informações da conta do cliente devem ser segregadas. Se a mesma pessoa puder processar ambos os itens, alterações não autorizadas podem ser feitas e possivelmente não detectadas. Isso poderia resultar em cobranças de caixa reduzidas, saldos de contas-gerais, fraude, etc.",D,ALTO,#ff0000,#000000,"Alteração de Valor Títulos",bas_tit_acr_alteracao,"Alterar perfis de acesso para o Faturamento",cd0821
Financeiro,SODCR02,27,"A capacidade de inserir ou modificar pagamentos antecipados para os clientes e a capacidade de criar ou modificar informações da conta do cliente devem ser segregadas. Se a mesma pessoa puder processar ambos os itens, alterações não autorizadas podem ser feitas e possivelmente não detectadas. Isso poderia resultar em cobranças de caixa reduzidas, saldos de contas-gerais, fraude, etc.",D,ALTO,#ff0000,#000000,"Alteração de Valor Títulos",bas_tit_acr_alteracao,"Aprovar alterações de perfil de acesso para o faturamento",cd0821
Financeiro,SODCR02,27,"A capacidade de inserir ou modificar pagamentos antecipados para os clientes e a capacidade de criar ou modificar informações da conta do cliente devem ser segregadas. Se a mesma pessoa puder processar ambos os itens, alterações não autorizadas podem ser feitas e possivelmente não detectadas. Isso poderia resultar em cobranças de caixa reduzidas, saldos de contas-gerais, fraude, etc.",D,MEDIO,#FF8C00,#FFFF,"Alteração de Valor Títulos",bas_tit_acr_alteracao,"Faturar pedido de venda","eq0503 | eq0504 | eq0505 | eq0506 | eq0508 | ft0502 | ft0518 | ft2200 | ft4001 | ft4002 | ft4003"
Financeiro,SODCR02,27,"A capacidade de inserir ou modificar pagamentos antecipados para os clientes e a capacidade de criar ou modificar informações da conta do cliente devem ser segregadas. Se a mesma pessoa puder processar ambos os itens, alterações não autorizadas podem ser feitas e possivelmente não detectadas. Isso poderia resultar em cobranças de caixa reduzidas, saldos de contas-gerais, fraude, etc.",D,ALTO,#ff0000,#000000,"Alteração de Valor Títulos",bas_tit_acr_alteracao,"Integração Com o Contas a Receber",ft0603
Financeiro,SODCR02,27,"A capacidade de inserir ou modificar pagamentos antecipados para os clientes e a capacidade de criar ou modificar informações da conta do cliente devem ser segregadas. Se a mesma pessoa puder processar ambos os itens, alterações não autorizadas podem ser feitas e possivelmente não detectadas. Isso poderia resultar em cobranças de caixa reduzidas, saldos de contas-gerais, fraude, etc.",D,ALTO,#ff0000,#000000,"Alteração de Valor Títulos",bas_tit_acr_alteracao,"Permissão para Inclusão/Alteração/Baixa/Cancelamento",bas_usuar_financ_estab_acr
Financeiro,SODCR02,27,"A capacidade de inserir ou modificar pagamentos antecipados para os clientes e a capacidade de criar ou modificar informações da conta do cliente devem ser segregadas. Se a mesma pessoa puder processar ambos os itens, alterações não autorizadas podem ser feitas e possivelmente não detectadas. Isso poderia resultar em cobranças de caixa reduzidas, saldos de contas-gerais, fraude, etc.",D,MEDIO,#FF8C00,#FFFF,"Alteração de Valor Títulos",bas_tit_acr_alteracao,"Permissão de Usuários Vendas",cd0821
Financeiro,SODCR02,27,"A capacidade de inserir ou modificar pagamentos antecipados para os clientes e a capacidade de criar ou modificar informações da conta do cliente devem ser segregadas. Se a mesma pessoa puder processar ambos os itens, alterações não autorizadas podem ser feitas e possivelmente não detectadas. Isso poderia resultar em cobranças de caixa reduzidas, saldos de contas-gerais, fraude, etc.",D,BAIXO,#3a309c,#f9f9f9,"Alteração de Valor Títulos",bas_tit_acr_alteracao,"Registrar Título / Adiantamento",bas_lote_impl_tit_acr
Financeiro,SODCR02,27,"A capacidade de inserir ou modificar pagamentos antecipados para os clientes e a capacidade de criar ou modificar informações da conta do cliente devem ser segregadas. Se a mesma pessoa puder processar ambos os itens, alterações não autorizadas podem ser feitas e possivelmente não detectadas. Isso poderia resultar em cobranças de caixa reduzidas, saldos de contas-gerais, fraude, etc.",D,BAIXO,#3a309c,#f9f9f9,"Alteração de Valor Títulos",bas_tit_acr_alteracao,"Liquidação Títulos Recebimento",bas_lote_liquidac_acr
Financeiro,SODCR02,27,"A capacidade de inserir ou modificar pagamentos antecipados para os clientes e a capacidade de criar ou modificar informações da conta do cliente devem ser segregadas. Se a mesma pessoa puder processar ambos os itens, alterações não autorizadas podem ser feitas e possivelmente não detectadas. Isso poderia resultar em cobranças de caixa reduzidas, saldos de contas-gerais, fraude, etc.",D,BAIXO,#3a309c,#f9f9f9,"Alteração de Valor Títulos",bas_tit_acr_alteracao,"Cancelamento de Títulos",bas_tit_acr_estorno
Financeiro,SODCR03,28,"O usuário pode criar / alterar uma fatura e entrar / alterar pagamentos em relação à fatura, O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente.",D,ALTO,#ff0000,#000000,"Liquidação Títulos Recebimento",bas_lote_liquidac_acr,"Cadastrar Cliente","bas_cliente_fin | bas_cliente_lib_pedido | bas_cliente_negoc_titulos | bas_cliente_novo | bas_pessoa_fisic | bas_pessoa_jurid_tec | bas_unid_negoc | cd0704 | cd1510 | pd0507"
Financeiro,SODCR03,28,"O usuário pode criar / alterar uma fatura e entrar / alterar pagamentos em relação à fatura, O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente.",D,ALTO,#ff0000,#000000,"Liquidação Títulos Recebimento",bas_lote_liquidac_acr,"Manutenção de Crédito de Clientes","cm0101 | cm0102 | cm0202"
Financeiro,SODCR03,28,"O usuário pode criar / alterar uma fatura e entrar / alterar pagamentos em relação à fatura, O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente.",D,ALTO,#ff0000,#000000,"Liquidação Títulos Recebimento",bas_lote_liquidac_acr,"Permissão de usários Crédito",cd4600
Financeiro,SODCR03,28,"O usuário pode criar / alterar uma fatura e entrar / alterar pagamentos em relação à fatura, O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente.",D,ALTO,#ff0000,#000000,"Liquidação Títulos Recebimento",bas_lote_liquidac_acr,"Solicitar Venda",pd4000
Financeiro,SODCR03,28,"O usuário pode criar / alterar uma fatura e entrar / alterar pagamentos em relação à fatura, O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente.",D,ALTO,#ff0000,#000000,"Liquidação Títulos Recebimento",bas_lote_liquidac_acr,"Aprovar Venda","cd0203 | cm0201 | cm0202"
Financeiro,SODCR03,28,"O usuário pode criar / alterar uma fatura e entrar / alterar pagamentos em relação à fatura, O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente.",D,ALTO,#ff0000,#000000,"Liquidação Títulos Recebimento",bas_lote_liquidac_acr,"Alterar perfis de acesso para o Faturamento",cd0821
Financeiro,SODCR03,28,"O usuário pode criar / alterar uma fatura e entrar / alterar pagamentos em relação à fatura, O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente.",D,ALTO,#ff0000,#000000,"Liquidação Títulos Recebimento",bas_lote_liquidac_acr,"Aprovar alterações de perfil de acesso para o faturamento",cd0821
Financeiro,SODCR03,28,"O usuário pode criar / alterar uma fatura e entrar / alterar pagamentos em relação à fatura, O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente.",D,MEDIO,#FF8C00,#FFFF,"Liquidação Títulos Recebimento",bas_lote_liquidac_acr,"Faturar pedido de venda","eq0503 | eq0504 | eq0505 | eq0506 | eq0508 | ft0502 | ft0518 | ft2200 | ft4001 | ft4002 | ft4003"
Financeiro,SODCR03,28,"O usuário pode criar / alterar uma fatura e entrar / alterar pagamentos em relação à fatura, O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente.",D,ALTO,#ff0000,#000000,"Liquidação Títulos Recebimento",bas_lote_liquidac_acr,"Integração Com o Contas a Receber",ft0603
Financeiro,SODCR03,28,"O usuário pode criar / alterar uma fatura e entrar / alterar pagamentos em relação à fatura, O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente.",D,ALTO,#ff0000,#000000,"Liquidação Títulos Recebimento",bas_lote_liquidac_acr,"Permissão para Inclusão/Alteração/Baixa/Cancelamento",bas_usuar_financ_estab_acr
Financeiro,SODCR03,28,"O usuário pode criar / alterar uma fatura e entrar / alterar pagamentos em relação à fatura, O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente.",D,MEDIO,#FF8C00,#FFFF,"Liquidação Títulos Recebimento",bas_lote_liquidac_acr,"Permissão de Usuários Vendas",cd0821
Financeiro,SODCR03,28,"O usuário pode criar / alterar uma fatura e entrar / alterar pagamentos em relação à fatura, O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente.",D,BAIXO,#3a309c,#f9f9f9,"Liquidação Títulos Recebimento",bas_lote_liquidac_acr,"Registrar Título / Adiantamento",bas_lote_impl_tit_acr
Financeiro,SODCR03,28,"O usuário pode criar / alterar uma fatura e entrar / alterar pagamentos em relação à fatura, O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente.",D,BAIXO,#3a309c,#f9f9f9,"Liquidação Títulos Recebimento",bas_lote_liquidac_acr,"Alteração de Valor Títulos",bas_tit_acr_alteracao
Financeiro,SODCR03,28,"O usuário pode criar / alterar uma fatura e entrar / alterar pagamentos em relação à fatura, O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente.",D,BAIXO,#3a309c,#f9f9f9,"Liquidação Títulos Recebimento",bas_lote_liquidac_acr,"Cancelamento de Títulos",bas_tit_acr_estorno
Financeiro,SODCR04,29,"O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente.",D,ALTO,#ff0000,#000000,"Cancelamento de Títulos",bas_tit_acr_estorno,"Cadastrar Cliente","bas_cliente_fin | bas_cliente_lib_pedido | bas_cliente_negoc_titulos | bas_cliente_novo | bas_pessoa_fisic | bas_pessoa_jurid_tec | bas_unid_negoc | cd0704 | cd1510 | pd0507"
Financeiro,SODCR04,29,"O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente.",D,ALTO,#ff0000,#000000,"Cancelamento de Títulos",bas_tit_acr_estorno,"Manutenção de Crédito de Clientes","cm0101 | cm0102 | cm0202"
Financeiro,SODCR04,29,"O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente.",D,ALTO,#ff0000,#000000,"Cancelamento de Títulos",bas_tit_acr_estorno,"Permissão de usários Crédito",cd4600
Financeiro,SODCR04,29,"O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente.",D,ALTO,#ff0000,#000000,"Cancelamento de Títulos",bas_tit_acr_estorno,"Solicitar Venda",pd4000
